"id"	"governement_work"	"occupation"	"capital_gain"	"capital_loss"	"hours_per_week"
"2103"	804	"Private"	"Exec managerial"	0	0	42
"2104"	1207	"Private"	"Exec managerial"	0	0	42
"2105"	1283	"Self emp not inc"	"Farming fishing"	0	0	42
"2106"	2242	"Private"	"Machine op inspct"	0	0	42
"2107"	2355	"Private"	"Craft repair"	0	0	42
"2108"	2454	"Local gov"	"Exec managerial"	0	0	42
"2109"	2534	"Private"	"Other service"	0	0	42
"2110"	2630	NA	NA	0	0	42
"2111"	112	"Private"	"Machine op inspct"	0	0	43
"2112"	114	"Private"	"Other service"	0	0	43
"2113"	313	"Private"	"Machine op inspct"	0	0	43
"2114"	443	"Private"	"Craft repair"	0	0	43
"2115"	1246	"Private"	"Sales"	0	0	43
"2116"	1758	"Private"	"Handlers cleaners"	0	0	43
"2117"	1878	"Private"	"Sales"	0	0	43
"2118"	2365	"Private"	"Prof specialty"	0	0	43
"2119"	294	"Private"	"Machine op inspct"	0	0	44
"2120"	946	"Private"	"Handlers cleaners"	0	0	44
"2121"	1100	"Private"	"Sales"	0	0	44
"2122"	1163	"Private"	"Craft repair"	0	0	44
"2123"	1289	"Self emp inc"	"Exec managerial"	0	0	44
"2124"	1416	"Private"	"Craft repair"	0	0	44
"2125"	1650	"Private"	"Machine op inspct"	0	0	44
"2126"	1792	"Private"	"Sales"	0	0	44
"2127"	1891	"Private"	"Priv house serv"	0	0	44
"2128"	1954	"Private"	"Other service"	0	0	44
"2129"	2320	"Private"	"Machine op inspct"	0	0	44
"2130"	2328	"Self emp inc"	"Sales"	0	0	44
"2131"	4	"Private"	"Transport moving"	0	0	45
"2132"	42	"Private"	"Craft repair"	0	0	45
"2133"	89	"Self emp inc"	"Sales"	0	0	45
"2134"	129	"Private"	"Machine op inspct"	0	0	45
"2135"	130	"Private"	"Prof specialty"	0	0	45
"2136"	142	"Private"	"Craft repair"	0	0	45
"2137"	396	"Private"	"Transport moving"	0	1579	45
"2138"	427	"Private"	"Farming fishing"	0	0	45
"2139"	458	"Private"	"Craft repair"	0	0	45
"2140"	482	"Private"	"Prof specialty"	0	0	45
"2141"	485	"Federal gov"	"Adm clerical"	0	0	45
"2142"	552	"Private"	"Exec managerial"	0	1902	45
"2143"	562	"Private"	"Craft repair"	0	0	45
"2144"	587	"Private"	"Craft repair"	0	0	45
"2145"	607	"Private"	"Sales"	0	0	45
"2146"	707	"Private"	"Adm clerical"	0	0	45
"2147"	752	"Private"	"Craft repair"	0	0	45
"2148"	761	"Private"	"Machine op inspct"	0	0	45
"2149"	773	"Private"	"Farming fishing"	0	0	45
"2150"	796	"Private"	"Priv house serv"	0	0	45
"2151"	835	"Local gov"	"Prof specialty"	0	0	45
"2152"	883	"Private"	"Sales"	0	0	45
"2153"	928	"Private"	"Farming fishing"	0	0	45
"2154"	1025	"Private"	"Craft repair"	0	0	45
"2155"	1062	"Private"	"Other service"	0	0	45
"2156"	1107	"Private"	"Sales"	0	0	45
"2157"	1118	"Private"	"Sales"	0	0	45
"2158"	1141	"Self emp not inc"	"Exec managerial"	0	0	45
"2159"	1206	"Self emp not inc"	"Craft repair"	0	0	45
"2160"	1238	"Self emp not inc"	"Exec managerial"	0	0	45
"2161"	1250	"Private"	"Prof specialty"	0	0	45
"2162"	1263	"Private"	"Farming fishing"	0	0	45
"2163"	1299	"Private"	"Machine op inspct"	0	0	45
"2164"	1311	NA	NA	0	0	45
"2165"	1353	"Private"	"Exec managerial"	0	0	45
"2166"	1372	"Private"	"Prof specialty"	0	0	45
"2167"	1383	"Private"	"Farming fishing"	0	0	45
"2168"	1398	"Self emp inc"	"Prof specialty"	0	0	45
"2169"	1424	"Private"	"Other service"	0	0	45
"2170"	1427	"Private"	"Prof specialty"	0	0	45
"2171"	1436	"Private"	"Prof specialty"	0	0	45
"2172"	1442	"Private"	"Exec managerial"	0	0	45
"2173"	1447	"Private"	"Craft repair"	0	1876	45
"2174"	1481	"Private"	"Craft repair"	0	0	45
"2175"	1503	"Private"	"Prof specialty"	0	0	45
"2176"	1512	"Private"	"Transport moving"	0	1977	45
"2177"	1543	"Self emp inc"	"Exec managerial"	4787	0	45
"2178"	1575	"Private"	"Craft repair"	0	0	45
"2179"	1678	"Private"	"Sales"	0	0	45
"2180"	1697	"Private"	"Farming fishing"	0	0	45
"2181"	1754	"Private"	"Exec managerial"	0	0	45
"2182"	1759	"Private"	"Craft repair"	0	0	45
"2183"	1784	"Private"	"Sales"	0	0	45
"2184"	1824	"Private"	"Other service"	0	0	45
"2185"	1832	NA	NA	4787	0	45
"2186"	1846	"Private"	"Prof specialty"	0	0	45
"2187"	1865	"Self emp inc"	"Prof specialty"	0	0	45
"2188"	1872	"Private"	"Exec managerial"	0	0	45
"2189"	1884	"Self emp not inc"	"Prof specialty"	0	0	45
"2190"	1894	"Private"	"Farming fishing"	0	0	45
"2191"	1903	"Private"	"Prof specialty"	0	0	45
"2192"	1970	"Self emp not inc"	"Transport moving"	0	0	45
"2193"	1972	"Private"	"Handlers cleaners"	0	0	45
"2194"	1999	"Private"	"Sales"	0	0	45
"2195"	2006	"Self emp not inc"	"Exec managerial"	0	0	45
"2196"	2037	"Private"	"Prof specialty"	0	0	45
"2197"	2049	"Private"	"Craft repair"	0	0	45
"2198"	2053	"Self emp inc"	"Sales"	0	0	45
"2199"	2071	"Private"	"Exec managerial"	0	0	45
"2200"	2076	"Private"	"Prof specialty"	0	0	45
"2201"	2078	"Private"	"Prof specialty"	27828	0	45
"2202"	2080	"Private"	"Adm clerical"	0	0	45
"2203"	2084	"State gov"	"Prof specialty"	0	0	45
"2204"	2119	"Private"	"Sales"	0	0	45
"2205"	2167	"Private"	"Other service"	0	0	45
"2206"	2168	"Private"	"Craft repair"	0	0	45
"2207"	2180	"Private"	"Prof specialty"	0	0	45
"2208"	2189	"Private"	"Craft repair"	0	0	45
"2209"	2211	"Private"	"Craft repair"	0	0	45
"2210"	2249	"Private"	"Exec managerial"	0	0	45
"2211"	2286	"Private"	"Prof specialty"	0	0	45
"2212"	2289	"Private"	"Machine op inspct"	0	0	45
"2213"	2290	"Private"	"Handlers cleaners"	0	0	45
"2214"	2295	"Private"	"Craft repair"	0	0	45
"2215"	2322	"Private"	"Tech support"	0	0	45
"2216"	2336	"Private"	"Machine op inspct"	0	0	45
"2217"	2386	NA	NA	1173	0	45
"2218"	2403	"Self emp not inc"	"Transport moving"	0	0	45
"2219"	2404	"Self emp not inc"	"Exec managerial"	0	0	45
"2220"	2416	"Local gov"	"Prof specialty"	0	0	45
"2221"	2462	"Self emp not inc"	"Sales"	0	0	45
"2222"	2475	"Self emp not inc"	"Craft repair"	0	1602	45
"2223"	2491	"Private"	"Tech support"	0	0	45
"2224"	2553	"Private"	"Prof specialty"	0	0	45
"2225"	2560	"Private"	"Other service"	0	0	45
"2226"	2571	"Private"	"Prof specialty"	0	1977	45
"2227"	2588	NA	NA	0	0	45
"2228"	2594	"Private"	"Prof specialty"	0	0	45
"2229"	2597	"Private"	"Prof specialty"	0	0	45
"2230"	2614	"Private"	"Other service"	0	0	45
"2231"	2678	"Private"	"Exec managerial"	0	0	45
"2232"	46	"Private"	"Machine op inspct"	0	0	46
"2233"	358	"Private"	"Machine op inspct"	5013	0	46
"2234"	792	"Private"	"Protective serv"	0	0	46
"2235"	2506	"Private"	"Sales"	0	0	46
"2236"	741	"Private"	"Adm clerical"	0	0	47
"2237"	1766	"Self emp not inc"	"Craft repair"	0	0	47
"2238"	1975	"Private"	"Adm clerical"	0	0	47
"2239"	33	"Private"	"Other service"	0	0	48
"2240"	143	"Private"	"Machine op inspct"	0	0	48
"2241"	217	"Private"	"Transport moving"	0	0	48
"2242"	230	"Private"	"Transport moving"	0	0	48
"2243"	236	"Private"	"Exec managerial"	0	0	48
"2244"	250	"Private"	"Sales"	0	0	48
"2245"	256	"Private"	"Machine op inspct"	0	0	48
"2246"	385	"Private"	"Other service"	0	0	48
"2247"	390	"Private"	"Craft repair"	0	0	48
"2248"	392	"Private"	"Machine op inspct"	0	0	48
"2249"	512	"Private"	"Tech support"	0	2258	48
"2250"	541	"Self emp not inc"	"Exec managerial"	0	0	48
"2251"	578	"Private"	"Sales"	0	0	48
"2252"	666	"Local gov"	"Protective serv"	0	0	48
"2253"	805	"Private"	"Other service"	0	0	48
"2254"	809	"Private"	"Adm clerical"	0	0	48
"2255"	856	"Private"	"Craft repair"	0	0	48
"2256"	869	"Private"	"Machine op inspct"	3137	0	48
"2257"	908	"Private"	"Craft repair"	0	0	48
"2258"	1019	NA	NA	0	0	48
"2259"	1063	"Private"	"Farming fishing"	0	0	48
"2260"	1310	"Private"	"Exec managerial"	0	0	48
"2261"	1387	"Private"	"Priv house serv"	0	0	48
"2262"	1628	"Federal gov"	"Adm clerical"	7298	0	48
"2263"	1662	"Private"	"Craft repair"	0	0	48
"2264"	1689	"Private"	"Farming fishing"	0	0	48
"2265"	1828	"Self emp not inc"	"Exec managerial"	0	0	48
"2266"	1879	"Private"	"Prof specialty"	15024	0	48
"2267"	2048	"Private"	"Machine op inspct"	0	0	48
"2268"	2065	"Private"	"Other service"	0	0	48
"2269"	2206	"Private"	"Other service"	0	0	48
"2270"	2535	"Private"	"Other service"	0	0	48
"2271"	2601	"Private"	"Transport moving"	1151	0	48
"2272"	2604	"Private"	"Prof specialty"	0	0	48
"2273"	2633	"Private"	"Other service"	0	0	48
"2274"	204	"Private"	"Sales"	0	0	49
"2275"	336	"Local gov"	"Other service"	0	0	49
"2276"	339	"Private"	"Sales"	0	0	49
"2277"	425	"Private"	"Farming fishing"	0	0	49
"2278"	12	"Self emp not inc"	"Other service"	0	1887	50
"2279"	22	"Private"	"Sales"	0	0	50
"2280"	24	"Private"	"Exec managerial"	0	0	50
"2281"	51	"Self emp inc"	"Transport moving"	0	0	50
"2282"	72	"Private"	"Prof specialty"	0	0	50
"2283"	78	"Private"	"Sales"	0	0	50
"2284"	79	"Private"	"Craft repair"	0	0	50
"2285"	80	"Private"	"Other service"	0	0	50
"2286"	81	"Self emp inc"	"Sales"	0	0	50
"2287"	85	"Private"	"Sales"	0	0	50
"2288"	92	"Private"	"Exec managerial"	0	0	50
"2289"	103	"Private"	"Handlers cleaners"	0	0	50
"2290"	105	"Self emp inc"	"Exec managerial"	0	0	50
"2291"	125	"Private"	"Prof specialty"	15024	0	50
"2292"	146	"Self emp not inc"	"Sales"	0	0	50
"2293"	152	"Private"	"Sales"	0	0	50
"2294"	168	"Private"	"Sales"	0	0	50
"2295"	184	"Private"	"Handlers cleaners"	3781	0	50
"2296"	215	"Self emp not inc"	"Exec managerial"	4386	0	50
"2297"	219	"State gov"	"Prof specialty"	0	0	50
"2298"	232	"Self emp not inc"	"Prof specialty"	0	0	50
"2299"	235	"Self emp not inc"	"Farming fishing"	0	0	50
"2300"	249	"Private"	"Machine op inspct"	0	0	50
"2301"	258	"Local gov"	"Prof specialty"	0	0	50
"2302"	295	"Private"	"Exec managerial"	0	0	50
"2303"	325	"Self emp inc"	"Prof specialty"	7688	0	50
"2304"	328	"Private"	"Other service"	0	0	50
"2305"	330	"Private"	"Sales"	0	0	50
"2306"	333	"Private"	"Prof specialty"	0	0	50
"2307"	350	"Private"	"Prof specialty"	0	0	50
"2308"	356	"Self emp not inc"	"Prof specialty"	0	1902	50
"2309"	360	"Private"	"Sales"	0	0	50
"2310"	406	"Local gov"	"Sales"	7430	0	50
"2311"	438	"Private"	"Prof specialty"	0	0	50
"2312"	475	"Self emp not inc"	"Exec managerial"	0	0	50
"2313"	476	"Private"	"Other service"	0	0	50
"2314"	492	"Private"	"Craft repair"	0	0	50
"2315"	501	"Private"	"Exec managerial"	0	0	50
"2316"	546	"Private"	"Craft repair"	0	0	50
"2317"	547	NA	NA	0	0	50
"2318"	549	"State gov"	"Prof specialty"	2463	0	50
"2319"	563	"Private"	"Craft repair"	0	0	50
"2320"	570	"Self emp not inc"	"Prof specialty"	99999	0	50
"2321"	572	"Private"	"Craft repair"	0	0	50
"2322"	584	"Private"	"Sales"	0	0	50
"2323"	596	"Private"	"Other service"	0	0	50
"2324"	640	"Private"	"Machine op inspct"	0	0	50
"2325"	652	"Private"	"Tech support"	0	0	50
"2326"	686	"Private"	"Exec managerial"	0	0	50
"2327"	691	"Private"	"Farming fishing"	0	0	50
"2328"	706	"Private"	"Handlers cleaners"	0	0	50
"2329"	763	"Self emp not inc"	"Exec managerial"	7298	0	50
"2330"	780	"Private"	"Exec managerial"	0	1902	50
"2331"	806	"Self emp not inc"	"Sales"	0	0	50
"2332"	838	"State gov"	"Prof specialty"	0	0	50
"2333"	846	"Self emp not inc"	"Exec managerial"	0	0	50
"2334"	848	"Private"	"Sales"	0	0	50
"2335"	850	"Federal gov"	"Prof specialty"	0	0	50
"2336"	901	"Private"	"Craft repair"	9386	0	50
"2337"	927	"Private"	"Handlers cleaners"	0	0	50
"2338"	935	"Private"	"Exec managerial"	0	0	50
"2339"	937	"Private"	"Prof specialty"	0	1977	50
"2340"	954	"Private"	"Craft repair"	0	0	50
"2341"	960	"Self emp inc"	"Sales"	8614	0	50
"2342"	981	"Private"	"Sales"	0	0	50
"2343"	992	"Private"	"Exec managerial"	0	0	50
"2344"	1005	"Private"	"Other service"	8614	0	50
"2345"	1015	NA	NA	99999	0	50
"2346"	1018	"Private"	"Exec managerial"	0	0	50
"2347"	1023	"Self emp not inc"	"Craft repair"	0	0	50
"2348"	1030	"Private"	"Prof specialty"	0	0	50
"2349"	1037	"State gov"	"Prof specialty"	0	0	50
"2350"	1049	"Private"	"Farming fishing"	0	0	50
"2351"	1066	"Private"	"Other service"	0	0	50
"2352"	1131	"Private"	"Exec managerial"	99999	0	50
"2353"	1137	"Private"	"Prof specialty"	2463	0	50
"2354"	1149	"Local gov"	"Prof specialty"	0	0	50
"2355"	1172	"Private"	"Adm clerical"	0	0	50
"2356"	1195	"Private"	"Exec managerial"	0	0	50
"2357"	1196	"Private"	"Sales"	0	0	50
"2358"	1217	"Self emp not inc"	"Prof specialty"	15024	0	50
"2359"	1236	"Self emp not inc"	"Sales"	7298	0	50
"2360"	1254	"Private"	"Sales"	0	0	50
"2361"	1264	"Self emp inc"	"Exec managerial"	0	0	50
"2362"	1275	"Private"	"Farming fishing"	0	0	50
"2363"	1286	"Self emp not inc"	"Craft repair"	0	0	50
"2364"	1331	"Private"	"Other service"	0	0	50
"2365"	1342	"Private"	"Other service"	0	0	50
"2366"	1348	"Private"	"Exec managerial"	0	0	50
"2367"	1405	"Local gov"	"Prof specialty"	0	0	50
"2368"	1409	"Private"	"Prof specialty"	0	0	50
"2369"	1410	"Private"	"Exec managerial"	0	0	50
"2370"	1420	"Private"	"Sales"	0	1977	50
"2371"	1422	"Private"	"Other service"	7688	0	50
"2372"	1426	"Self emp not inc"	"Craft repair"	0	0	50
"2373"	1429	"Self emp inc"	"Prof specialty"	0	0	50
"2374"	1439	"Self emp inc"	"Prof specialty"	15024	0	50
"2375"	1452	"Private"	"Machine op inspct"	0	0	50
"2376"	1463	"Self emp inc"	"Sales"	0	0	50
"2377"	1479	"Private"	"Priv house serv"	0	0	50
"2378"	1480	"Private"	"Exec managerial"	15024	0	50
"2379"	1492	"Self emp not inc"	"Transport moving"	0	1564	50
"2380"	1495	"Self emp not inc"	"Exec managerial"	0	0	50
"2381"	1510	"Self emp inc"	"Adm clerical"	0	0	50
"2382"	1519	"Private"	"Adm clerical"	0	0	50
"2383"	1522	"Private"	"Tech support"	0	0	50
"2384"	1540	"Private"	"Exec managerial"	0	0	50
"2385"	1551	"Private"	"Prof specialty"	594	0	50
"2386"	1552	"Self emp inc"	"Exec managerial"	0	0	50
"2387"	1558	"Self emp not inc"	"Prof specialty"	0	0	50
"2388"	1611	"Private"	"Other service"	0	0	50
"2389"	1618	"Private"	"Prof specialty"	0	0	50
"2390"	1651	"Self emp inc"	"Exec managerial"	7688	0	50
"2391"	1666	"Local gov"	"Prof specialty"	0	0	50
"2392"	1703	"Private"	"Prof specialty"	0	0	50
"2393"	1709	"Private"	"Prof specialty"	0	0	50
"2394"	1713	"Private"	"Craft repair"	4650	0	50
"2395"	1735	"Private"	"Other service"	0	0	50
"2396"	1740	"Private"	"Exec managerial"	0	0	50
"2397"	1749	"Private"	"Prof specialty"	0	0	50
"2398"	1789	"Self emp inc"	"Craft repair"	0	0	50
"2399"	1795	"Private"	"Other service"	0	0	50
"2400"	1809	"Private"	"Other service"	0	0	50
"2401"	1815	NA	NA	0	0	50
"2402"	1835	"Private"	"Handlers cleaners"	0	0	50
"2403"	1889	"Self emp inc"	"Prof specialty"	0	0	50
"2404"	1951	"Federal gov"	"Sales"	0	0	50
"2405"	1956	"Self emp not inc"	"Sales"	0	2179	50
"2406"	1989	"Self emp not inc"	"Prof specialty"	0	0	50
"2407"	1991	"Private"	"Handlers cleaners"	0	0	50
"2408"	1994	"Private"	"Sales"	0	0	50
"2409"	2001	"Private"	"Adm clerical"	0	0	50
"2410"	2003	"Private"	"Exec managerial"	0	0	50
"2411"	2011	"Private"	"Other service"	0	0	50
"2412"	2016	"Private"	"Handlers cleaners"	0	0	50
"2413"	2017	"Private"	"Machine op inspct"	0	0	50
"2414"	2061	"Private"	"Tech support"	0	0	50
"2415"	2142	"Self emp inc"	"Exec managerial"	0	0	50
"2416"	2186	"Self emp inc"	"Other service"	0	0	50
"2417"	2228	"Private"	"Sales"	0	0	50
"2418"	2240	"Federal gov"	"Craft repair"	0	0	50
"2419"	2252	"Self emp not inc"	"Craft repair"	0	0	50
"2420"	2256	"Private"	"Adm clerical"	0	0	50
"2421"	2259	"Private"	"Sales"	0	0	50
"2422"	2263	"Private"	"Sales"	1506	0	50
"2423"	2293	"Private"	"Craft repair"	0	0	50
"2424"	2307	"Private"	"Adm clerical"	0	0	50
"2425"	2323	"Private"	"Farming fishing"	3781	0	50
"2426"	2325	"Private"	"Exec managerial"	0	0	50
"2427"	2377	"Self emp not inc"	"Prof specialty"	0	0	50
"2428"	2393	"Self emp not inc"	"Prof specialty"	0	0	50
"2429"	2395	"Self emp not inc"	"Transport moving"	0	0	50
"2430"	2406	"Private"	"Adm clerical"	0	0	50
"2431"	2415	"Private"	"Exec managerial"	0	0	50
"2432"	2421	"Self emp not inc"	"Exec managerial"	3411	0	50
"2433"	2468	"Private"	"Machine op inspct"	2936	0	50
"2434"	2497	"Private"	"Craft repair"	3137	0	50
"2435"	2500	"Federal gov"	"Prof specialty"	0	0	50
"2436"	2520	"State gov"	"Prof specialty"	0	0	50
"2437"	2522	"Self emp not inc"	"Exec managerial"	0	0	50
"2438"	2556	"Private"	"Sales"	0	0	50
"2439"	2567	"Private"	"Other service"	0	0	50
"2440"	2572	"Private"	"Other service"	0	0	50
"2441"	2576	"Private"	"Sales"	0	1887	50
"2442"	2606	"Private"	"Adm clerical"	0	0	50
"2443"	2610	"Private"	"Prof specialty"	0	1887	50
"2444"	2611	"Self emp not inc"	"Transport moving"	0	0	50
"2445"	2644	"Private"	"Sales"	8614	0	50
"2446"	2668	"Self emp inc"	"Craft repair"	0	0	50
"2447"	2704	"Private"	"Exec managerial"	0	0	50
"2448"	1282	"Private"	"Sales"	0	0	51
"2449"	268	"Private"	"Adm clerical"	3325	0	52
"2450"	957	"Private"	"Sales"	0	0	52
"2451"	1270	"Private"	"Exec managerial"	0	0	52
"2452"	1501	"Private"	"Craft repair"	8614	0	52
"2453"	1599	"Private"	"Prof specialty"	2907	0	52
"2454"	1608	"Private"	"Exec managerial"	0	0	52
"2455"	1680	"Private"	"Other service"	7688	0	52
"2456"	2010	"Private"	"Other service"	0	0	52
"2457"	2184	"Private"	"Exec managerial"	0	0	52
"2458"	2275	"Private"	"Handlers cleaners"	0	0	52
"2459"	2629	"Private"	"Exec managerial"	0	0	52
"2460"	857	"Private"	"Other service"	0	0	53
"2461"	95	"Private"	"Farming fishing"	0	0	54
"2462"	193	"Self emp not inc"	"Sales"	0	0	54
"2463"	1001	"Private"	"Protective serv"	0	0	54
"2464"	1122	"Private"	"Other service"	0	0	54
"2465"	1610	"Private"	"Other service"	0	0	54
"2466"	2487	"Private"	"Farming fishing"	0	0	54
"2467"	147	"Private"	"Other service"	0	0	55
"2468"	163	"Self emp not inc"	"Sales"	0	0	55
"2469"	175	"Private"	"Prof specialty"	0	0	55
"2470"	243	"Private"	"Tech support"	2829	0	55
"2471"	251	"Private"	"Craft repair"	0	0	55
"2472"	279	"Self emp not inc"	"Sales"	15024	0	55
"2473"	382	"Private"	"Prof specialty"	99999	0	55
"2474"	400	"Private"	"Exec managerial"	0	0	55
"2475"	480	"Private"	"Other service"	0	0	55
"2476"	545	"Private"	"Transport moving"	0	0	55
"2477"	561	"Private"	"Sales"	0	0	55
"2478"	768	"Private"	"Exec managerial"	0	0	55
"2479"	823	"Self emp not inc"	"Exec managerial"	0	0	55
"2480"	874	"Private"	"Craft repair"	0	0	55
"2481"	1097	"Private"	"Craft repair"	0	0	55
"2482"	1178	"Private"	"Exec managerial"	0	0	55
"2483"	1547	"Private"	"Prof specialty"	0	0	55
"2484"	1556	"Private"	"Prof specialty"	0	0	55
"2485"	1593	"Private"	"Handlers cleaners"	0	0	55
"2486"	1730	"Private"	"Exec managerial"	15024	0	55
"2487"	1746	"Private"	"Handlers cleaners"	0	0	55
"2488"	1782	"Private"	"Sales"	0	0	55
"2489"	1877	"Self emp inc"	"Sales"	7688	0	55
"2490"	1911	"Self emp not inc"	"Sales"	0	0	55
"2491"	1986	"Private"	"Craft repair"	0	0	55
"2492"	2128	"Private"	"Handlers cleaners"	0	0	55
"2493"	2148	"Private"	"Sales"	0	0	55
"2494"	2298	"Private"	"Machine op inspct"	0	0	55
"2495"	2310	"Private"	"Exec managerial"	0	0	55
"2496"	2326	"Private"	"Prof specialty"	15024	0	55
"2497"	2347	"Private"	"Prof specialty"	0	1902	55
"2498"	2360	"Private"	"Other service"	0	0	55
"2499"	2452	"Private"	"Handlers cleaners"	0	0	55
"2500"	2690	"Private"	"Prof specialty"	0	0	55
"2501"	450	NA	NA	0	0	56
"2502"	875	"Private"	"Farming fishing"	0	0	56
"2503"	1106	"Private"	"Handlers cleaners"	0	0	56
"2504"	1312	"Private"	"Handlers cleaners"	0	0	56
"2505"	1630	"Private"	"Machine op inspct"	0	0	56
"2506"	1748	"Private"	"Prof specialty"	0	0	56
"2507"	2492	"Private"	"Other service"	0	0	56
"2508"	2667	"Private"	"Prof specialty"	0	0	56
"2509"	1455	"Federal gov"	"Prof specialty"	99999	0	57
"2510"	224	NA	NA	0	0	58
"2511"	430	"Private"	"Craft repair"	0	0	58
"2512"	700	"Private"	"Adm clerical"	0	2206	59
"2513"	2350	"Private"	"Other service"	0	0	59
"2514"	5	NA	NA	0	0	60
"2515"	7	"Private"	"Prof specialty"	0	1902	60
"2516"	86	"Private"	"Prof specialty"	0	0	60
"2517"	131	"Self emp not inc"	"Exec managerial"	0	0	60
"2518"	165	"Self emp not inc"	"Sales"	0	0	60
"2519"	208	"Federal gov"	"Prof specialty"	0	0	60
"2520"	218	"Private"	"Other service"	0	0	60
"2521"	238	"Self emp not inc"	"Sales"	0	0	60
"2522"	272	"Private"	"Prof specialty"	15024	0	60
"2523"	297	"Private"	"Craft repair"	7688	0	60
"2524"	312	"Private"	"Adm clerical"	0	0	60
"2525"	322	"Self emp inc"	"Exec managerial"	5013	0	60
"2526"	340	"Private"	"Prof specialty"	0	0	60
"2527"	352	"Federal gov"	"Prof specialty"	15024	0	60
"2528"	367	"State gov"	"Prof specialty"	0	0	60
"2529"	401	"Private"	"Machine op inspct"	0	0	60
"2530"	489	"Private"	"Exec managerial"	0	0	60
"2531"	498	"Self emp inc"	"Prof specialty"	7688	0	60
"2532"	502	"Private"	"Craft repair"	0	0	60
"2533"	504	"Private"	"Other service"	0	0	60
"2534"	518	"Private"	"Prof specialty"	0	0	60
"2535"	533	"Private"	"Prof specialty"	0	2057	60
"2536"	564	"Private"	"Prof specialty"	0	0	60
"2537"	590	"Private"	"Prof specialty"	0	0	60
"2538"	593	"Private"	"Transport moving"	15024	0	60
"2539"	601	"Private"	"Exec managerial"	0	0	60
"2540"	619	"Private"	"Machine op inspct"	0	0	60
"2541"	626	"Self emp not inc"	"Sales"	0	0	60
"2542"	637	"Private"	"Tech support"	0	0	60
"2543"	645	"Private"	"Other service"	0	0	60
"2544"	653	"Self emp not inc"	"Sales"	0	0	60
"2545"	667	"Self emp not inc"	"Exec managerial"	0	0	60
"2546"	726	"Private"	"Other service"	0	0	60
"2547"	731	"Private"	"Priv house serv"	0	0	60
"2548"	748	"Self emp inc"	"Exec managerial"	0	0	60
"2549"	795	"Local gov"	"Other service"	0	0	60
"2550"	837	"Private"	"Adm clerical"	0	0	60
"2551"	863	"Private"	"Adm clerical"	0	0	60
"2552"	871	"Private"	"Exec managerial"	15024	0	60
"2553"	909	"Local gov"	"Protective serv"	0	0	60
"2554"	919	"Self emp not inc"	"Sales"	0	0	60
"2555"	923	"Private"	"Other service"	0	0	60
"2556"	934	"Private"	"Transport moving"	0	0	60
"2557"	993	"Private"	"Handlers cleaners"	2174	0	60
"2558"	1043	"Private"	"Prof specialty"	0	0	60
"2559"	1047	"Self emp not inc"	"Other service"	0	0	60
"2560"	1117	"Private"	"Other service"	0	0	60
"2561"	1182	"Private"	"Sales"	0	0	60
"2562"	1237	"Private"	"Other service"	0	0	60
"2563"	1273	"Self emp not inc"	"Other service"	0	0	60
"2564"	1285	"Private"	"Prof specialty"	0	0	60
"2565"	1411	"Private"	"Other service"	7298	0	60
"2566"	1477	"Self emp inc"	"Sales"	0	0	60
"2567"	1478	"Self emp not inc"	"Prof specialty"	0	2057	60
"2568"	1484	"Self emp inc"	"Exec managerial"	0	1977	60
"2569"	1490	"Self emp not inc"	"Prof specialty"	0	0	60
"2570"	1497	"Private"	"Farming fishing"	0	0	60
"2571"	1500	"Self emp not inc"	"Exec managerial"	0	0	60
"2572"	1515	"Local gov"	"Exec managerial"	0	0	60
"2573"	1535	"Private"	"Craft repair"	0	0	60
"2574"	1548	"Self emp inc"	"Sales"	0	0	60
"2575"	1549	"Private"	"Prof specialty"	0	0	60
"2576"	1620	"Self emp not inc"	"Sales"	0	0	60
"2577"	1677	"Private"	"Exec managerial"	27828	0	60
"2578"	1686	"Self emp not inc"	"Prof specialty"	0	0	60
"2579"	1691	"Self emp inc"	"Exec managerial"	0	2201	60
"2580"	1706	"Private"	"Exec managerial"	7298	0	60
"2581"	1707	"Private"	"Other service"	2829	0	60
"2582"	1710	"Private"	"Farming fishing"	0	0	60
"2583"	1763	"Private"	"Tech support"	0	0	60
"2584"	1776	"Private"	"Exec managerial"	0	0	60
"2585"	1796	"Private"	"Transport moving"	0	0	60
"2586"	1818	NA	NA	0	0	60
"2587"	1819	"Private"	"Exec managerial"	0	0	60
"2588"	1834	"Private"	"Handlers cleaners"	0	0	60
"2589"	1837	"Self emp not inc"	"Exec managerial"	0	0	60
"2590"	1842	"Private"	"Farming fishing"	0	0	60
"2591"	1875	"Private"	"Exec managerial"	0	0	60
"2592"	1952	"Private"	"Priv house serv"	0	0	60
"2593"	2086	"Self emp not inc"	"Sales"	0	0	60
"2594"	2135	"Self emp not inc"	"Sales"	0	0	60
"2595"	2146	"Self emp inc"	"Sales"	0	1485	60
"2596"	2160	"Private"	"Other service"	0	0	60
"2597"	2175	"Self emp inc"	"Exec managerial"	0	1977	60
"2598"	2182	"Private"	"Other service"	0	0	60
"2599"	2191	"Self emp inc"	"Exec managerial"	0	0	60
"2600"	2214	"Self emp inc"	"Craft repair"	0	0	60
"2601"	2219	"Local gov"	"Prof specialty"	0	1848	60
"2602"	2229	"Self emp inc"	"Transport moving"	5178	0	60
"2603"	2253	"Private"	"Transport moving"	0	0	60
