"id"	"age"	"gender"	"education"	"marital_status"	"relationship"	"ethnicity"
"350"	2535	23	"Female"	"Some to college"	"Never married"	"Unmarried"	"White"
"351"	2536	23	"Male"	"5th to 6th"	"Never married"	"Not in family"	"White"
"352"	2537	23	"Female"	"Some to college"	"Never married"	"Own child"	"White"
"353"	2547	23	"Male"	"HS to grad"	"Never married"	"Unmarried"	"White"
"354"	2586	23	"Male"	"1st to 4th"	"Never married"	"Not in family"	"White"
"355"	2610	23	"Male"	"Masters"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"356"	2675	23	"Female"	"Bachelors"	"Never married"	"Own child"	"Asian Pac Islander"
"357"	2690	23	"Male"	"Bachelors"	"Never married"	"Not in family"	"Asian Pac Islander"
"358"	2698	23	"Female"	"1st to 4th"	"Married civ spouse"	"Wife"	"Amer Indian Eskimo"
"359"	30	24	"Female"	"Some to college"	"Married civ spouse"	"Wife"	"Asian Pac Islander"
"360"	129	24	"Male"	"Bachelors"	"Never married"	"Not in family"	"Asian Pac Islander"
"361"	139	24	"Male"	"HS to grad"	"Never married"	"Unmarried"	"White"
"362"	152	24	"Male"	"Some to college"	"Never married"	"Unmarried"	"White"
"363"	216	24	"Female"	"Some to college"	"Never married"	"Own child"	"White"
"364"	268	24	"Female"	"Some to college"	"Never married"	"Own child"	"White"
"365"	284	24	"Male"	"Some to college"	"Never married"	"Not in family"	"Black"
"366"	299	24	"Male"	"7th to 8th"	"Never married"	"Other relative"	"White"
"367"	308	24	"Male"	"11th"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"368"	331	24	"Male"	"5th to 6th"	"Never married"	"Unmarried"	"White"
"369"	339	24	"Male"	"10th"	"Never married"	"Not in family"	"White"
"370"	380	24	"Female"	"Masters"	"Married spouse absent"	"Not in family"	"Asian Pac Islander"
"371"	394	24	"Male"	"HS to grad"	"Never married"	"Own child"	"White"
"372"	502	24	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"373"	522	24	"Female"	"Bachelors"	"Married civ spouse"	"Other relative"	"Asian Pac Islander"
"374"	561	24	"Male"	"Bachelors"	"Never married"	"Not in family"	"White"
"375"	584	24	"Female"	"Some to college"	"Never married"	"Not in family"	"Asian Pac Islander"
"376"	604	24	"Male"	"Some to college"	"Never married"	"Unmarried"	"Amer Indian Eskimo"
"377"	670	24	"Female"	"Some to college"	"Married civ spouse"	"Wife"	"Other"
"378"	710	24	"Female"	"HS to grad"	"Never married"	"Own child"	"White"
"379"	740	24	"Male"	"Some to college"	"Never married"	"Own child"	"White"
"380"	848	24	"Male"	"Assoc to voc"	"Never married"	"Unmarried"	"Asian Pac Islander"
"381"	883	24	"Male"	"9th"	"Married civ spouse"	"Husband"	"White"
"382"	1015	24	"Male"	"Some to college"	"Never married"	"Not in family"	"Asian Pac Islander"
"383"	1041	24	"Male"	"Some to college"	"Never married"	"Own child"	"White"
"384"	1052	24	"Male"	"Some to college"	"Never married"	"Other relative"	"White"
"385"	1073	24	"Female"	"Some to college"	"Married spouse absent"	"Unmarried"	"Other"
"386"	1094	24	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"387"	1144	24	"Male"	"9th"	"Never married"	"Not in family"	"White"
"388"	1154	24	"Male"	"HS to grad"	"Married spouse absent"	"Own child"	"White"
"389"	1158	24	"Female"	"Bachelors"	"Never married"	"Own child"	"Asian Pac Islander"
"390"	1163	24	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"391"	1225	24	"Female"	"Bachelors"	"Never married"	"Other relative"	"Asian Pac Islander"
"392"	1342	24	"Female"	"HS to grad"	"Separated"	"Unmarried"	"White"
"393"	1343	24	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"Asian Pac Islander"
"394"	1349	24	"Female"	"11th"	"Never married"	"Not in family"	"White"
"395"	1375	24	"Female"	"Bachelors"	"Never married"	"Not in family"	"White"
"396"	1391	24	"Female"	"5th to 6th"	"Never married"	"Other relative"	"White"
"397"	1401	24	"Male"	"10th"	"Never married"	"Other relative"	"White"
"398"	1441	24	"Male"	"HS to grad"	"Never married"	"Own child"	"White"
"399"	1482	24	"Male"	"12th"	"Never married"	"Unmarried"	"White"
"400"	1485	24	"Male"	"HS to grad"	"Never married"	"Unmarried"	"White"
"401"	1538	24	"Male"	"HS to grad"	"Never married"	"Own child"	"White"
"402"	1541	24	"Male"	"Preschool"	"Never married"	"Not in family"	"White"
"403"	1586	24	"Female"	"HS to grad"	"Married civ spouse"	"Wife"	"White"
"404"	1593	24	"Male"	"1st to 4th"	"Never married"	"Not in family"	"White"
"405"	1649	24	"Male"	"10th"	"Never married"	"Unmarried"	"Black"
"406"	1716	24	"Male"	"Masters"	"Never married"	"Not in family"	"Asian Pac Islander"
"407"	1727	24	"Female"	"Some to college"	"Never married"	"Own child"	"White"
"408"	1739	24	"Female"	"1st to 4th"	"Married civ spouse"	"Own child"	"Asian Pac Islander"
"409"	1778	24	"Female"	"Assoc to voc"	"Never married"	"Own child"	"Asian Pac Islander"
"410"	1801	24	"Male"	"5th to 6th"	"Never married"	"Other relative"	"White"
"411"	1810	24	"Male"	"10th"	"Married civ spouse"	"Husband"	"White"
"412"	1815	24	"Male"	"HS to grad"	"Separated"	"Not in family"	"Black"
"413"	1912	24	"Male"	"Bachelors"	"Never married"	"Not in family"	"White"
"414"	1936	24	"Male"	"Bachelors"	"Never married"	"Not in family"	"Asian Pac Islander"
"415"	2023	24	"Female"	"HS to grad"	"Divorced"	"Own child"	"White"
"416"	2027	24	"Male"	"11th"	"Never married"	"Not in family"	"Black"
"417"	2070	24	"Male"	"5th to 6th"	"Never married"	"Other relative"	"Black"
"418"	2096	24	"Male"	"HS to grad"	"Never married"	"Own child"	"Asian Pac Islander"
"419"	2137	24	"Male"	"HS to grad"	"Never married"	"Other relative"	"Black"
"420"	2149	24	"Male"	"Some to college"	"Never married"	"Own child"	"White"
"421"	2152	24	"Female"	"HS to grad"	"Married civ spouse"	"Not in family"	"White"
"422"	2205	24	"Male"	"HS to grad"	"Never married"	"Own child"	"White"
"423"	2338	24	"Female"	"Some to college"	"Never married"	"Not in family"	"White"
"424"	2373	24	"Male"	"1st to 4th"	"Never married"	"Not in family"	"Other"
"425"	2379	24	"Female"	"9th"	"Never married"	"Own child"	"Black"
"426"	2381	24	"Male"	"Assoc to voc"	"Married civ spouse"	"Husband"	"White"
"427"	2412	24	"Female"	"Some to college"	"Never married"	"Other relative"	"Black"
"428"	2443	24	"Female"	"HS to grad"	"Never married"	"Unmarried"	"White"
"429"	2495	24	"Male"	"Some to college"	"Never married"	"Own child"	"White"
"430"	2513	24	"Female"	"Bachelors"	"Never married"	"Own child"	"Asian Pac Islander"
"431"	2620	24	"Female"	"7th to 8th"	"Never married"	"Own child"	"White"
"432"	2655	24	"Female"	"Some to college"	"Never married"	"Not in family"	"White"
"433"	2683	24	"Male"	"1st to 4th"	"Married civ spouse"	"Other relative"	"White"
"434"	2689	24	"Male"	"5th to 6th"	"Married spouse absent"	"Not in family"	"White"
"435"	135	25	"Male"	"7th to 8th"	"Married civ spouse"	"Husband"	"White"
"436"	178	25	"Male"	"Bachelors"	"Married spouse absent"	"Not in family"	"White"
"437"	226	25	"Male"	"5th to 6th"	"Never married"	"Not in family"	"White"
"438"	256	25	"Male"	"9th"	"Never married"	"Other relative"	"White"
"439"	267	25	"Male"	"HS to grad"	"Married spouse absent"	"Not in family"	"Other"
"440"	349	25	"Male"	"Bachelors"	"Never married"	"Not in family"	"White"
"441"	353	25	"Male"	"Assoc to acdm"	"Married civ spouse"	"Husband"	"Black"
"442"	365	25	"Female"	"Some to college"	"Never married"	"Own child"	"White"
"443"	371	25	"Female"	"Assoc to voc"	"Never married"	"Not in family"	"White"
"444"	372	25	"Male"	"Some to college"	"Never married"	"Not in family"	"Black"
"445"	375	25	"Female"	"HS to grad"	"Divorced"	"Own child"	"Asian Pac Islander"
"446"	403	25	"Female"	"Some to college"	"Never married"	"Other relative"	"Asian Pac Islander"
"447"	410	25	"Female"	"Bachelors"	"Never married"	"Not in family"	"Asian Pac Islander"
"448"	413	25	"Male"	"Bachelors"	"Never married"	"Not in family"	"White"
"449"	429	25	"Female"	"Some to college"	"Never married"	"Not in family"	"Black"
"450"	445	25	"Male"	"9th"	"Separated"	"Other relative"	"White"
"451"	486	25	"Male"	"9th"	"Married civ spouse"	"Husband"	"White"
"452"	490	25	"Female"	"1st to 4th"	"Never married"	"Not in family"	"White"
"453"	505	25	"Male"	"Assoc to voc"	"Married civ spouse"	"Husband"	"White"
"454"	506	25	"Male"	"Some to college"	"Never married"	"Own child"	"White"
"455"	607	25	"Male"	"7th to 8th"	"Never married"	"Other relative"	"White"
"456"	633	25	"Female"	"HS to grad"	"Married civ spouse"	"Wife"	"White"
"457"	659	25	"Female"	"7th to 8th"	"Never married"	"Not in family"	"White"
"458"	709	25	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"459"	714	25	"Female"	"5th to 6th"	"Never married"	"Not in family"	"White"
"460"	756	25	"Male"	"10th"	"Never married"	"Not in family"	"White"
"461"	794	25	"Male"	"HS to grad"	"Divorced"	"Not in family"	"White"
"462"	831	25	"Female"	"Some to college"	"Separated"	"Other relative"	"Black"
"463"	843	25	"Male"	"12th"	"Married civ spouse"	"Other relative"	"Other"
"464"	855	25	"Male"	"11th"	"Never married"	"Not in family"	"White"
"465"	888	25	"Female"	"9th"	"Married spouse absent"	"Unmarried"	"Asian Pac Islander"
"466"	907	25	"Female"	"HS to grad"	"Never married"	"Unmarried"	"White"
"467"	920	25	"Male"	"9th"	"Married civ spouse"	"Husband"	"White"
"468"	925	25	"Male"	"HS to grad"	"Never married"	"Own child"	"White"
"469"	985	25	"Female"	"10th"	"Never married"	"Not in family"	"White"
"470"	1021	25	"Male"	"Bachelors"	"Never married"	"Not in family"	"White"
"471"	1076	25	"Male"	"HS to grad"	"Married spouse absent"	"Not in family"	"White"
"472"	1098	25	"Female"	"1st to 4th"	"Never married"	"Not in family"	"White"
"473"	1199	25	"Male"	"7th to 8th"	"Married civ spouse"	"Husband"	"White"
"474"	1227	25	"Female"	"11th"	"Married spouse absent"	"Not in family"	"White"
"475"	1271	25	"Male"	"1st to 4th"	"Married civ spouse"	"Husband"	"White"
"476"	1297	25	"Male"	"11th"	"Married spouse absent"	"Not in family"	"White"
"477"	1333	25	"Male"	"Masters"	"Married civ spouse"	"Not in family"	"White"
"478"	1335	25	"Male"	"11th"	"Married civ spouse"	"Husband"	"White"
"479"	1344	25	"Male"	"Some to college"	"Never married"	"Own child"	"Asian Pac Islander"
"480"	1379	25	"Male"	"HS to grad"	"Never married"	"Not in family"	"Black"
"481"	1381	25	"Female"	"7th to 8th"	"Never married"	"Other relative"	"White"
"482"	1388	25	"Male"	"7th to 8th"	"Married civ spouse"	"Husband"	"White"
"483"	1435	25	"Female"	"HS to grad"	"Divorced"	"Not in family"	"White"
"484"	1437	25	"Male"	"7th to 8th"	"Never married"	"Unmarried"	"White"
"485"	1462	25	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"486"	1491	25	"Female"	"Prof to school"	"Never married"	"Not in family"	"White"
"487"	1497	25	"Male"	"12th"	"Married civ spouse"	"Husband"	"Other"
"488"	1553	25	"Male"	"10th"	"Married civ spouse"	"Husband"	"White"
"489"	1590	25	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"490"	1602	25	"Male"	"Some to college"	"Never married"	"Own child"	"White"
"491"	1605	25	"Male"	"12th"	"Married civ spouse"	"Husband"	"White"
"492"	1614	25	"Male"	"Bachelors"	"Never married"	"Own child"	"Asian Pac Islander"
"493"	1615	25	"Male"	"5th to 6th"	"Never married"	"Other relative"	"White"
"494"	1636	25	"Female"	"Bachelors"	"Never married"	"Unmarried"	"Asian Pac Islander"
"495"	1646	25	"Male"	"10th"	"Never married"	"Not in family"	"White"
"496"	1671	25	"Male"	"1st to 4th"	"Never married"	"Other relative"	"White"
"497"	1697	25	"Male"	"9th"	"Never married"	"Other relative"	"White"
"498"	1726	25	"Male"	"10th"	"Married civ spouse"	"Husband"	"White"
"499"	1744	25	"Male"	"HS to grad"	"Separated"	"Own child"	"White"
"500"	1753	25	"Male"	"Bachelors"	"Never married"	"Not in family"	"Asian Pac Islander"
"501"	1775	25	"Male"	"9th"	"Never married"	"Not in family"	"White"
"502"	1792	25	"Male"	"Bachelors"	"Never married"	"Unmarried"	"Asian Pac Islander"
"503"	1795	25	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"504"	1836	25	"Female"	"1st to 4th"	"Never married"	"Not in family"	"White"
"505"	1896	25	"Male"	"Some to college"	"Never married"	"Own child"	"White"
"506"	1901	25	"Male"	"Preschool"	"Never married"	"Not in family"	"White"
"507"	1913	25	"Male"	"9th"	"Married civ spouse"	"Husband"	"White"
"508"	1914	25	"Male"	"HS to grad"	"Never married"	"Other relative"	"White"
"509"	1929	25	"Female"	"HS to grad"	"Never married"	"Own child"	"Black"
"510"	1959	25	"Male"	"Some to college"	"Never married"	"Own child"	"White"
"511"	1966	25	"Female"	"HS to grad"	"Never married"	"Unmarried"	"White"
"512"	1979	25	"Male"	"1st to 4th"	"Never married"	"Not in family"	"White"
"513"	2075	25	"Male"	"HS to grad"	"Never married"	"Unmarried"	"White"
"514"	2083	25	"Male"	"Bachelors"	"Never married"	"Own child"	"Asian Pac Islander"
"515"	2103	25	"Female"	"Bachelors"	"Never married"	"Own child"	"White"
"516"	2150	25	"Female"	"Some to college"	"Separated"	"Other relative"	"White"
"517"	2158	25	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"Other"
"518"	2162	25	"Female"	"HS to grad"	"Never married"	"Own child"	"White"
"519"	2217	25	"Male"	"Bachelors"	"Never married"	"Own child"	"Asian Pac Islander"
"520"	2277	25	"Male"	"HS to grad"	"Never married"	"Own child"	"White"
"521"	2311	25	"Male"	"5th to 6th"	"Never married"	"Not in family"	"White"
"522"	2370	25	"Female"	"5th to 6th"	"Never married"	"Unmarried"	"White"
"523"	2389	25	"Female"	"Some to college"	"Never married"	"Other relative"	"Other"
"524"	2430	25	"Male"	"Bachelors"	"Never married"	"Not in family"	"Asian Pac Islander"
"525"	2439	25	"Male"	"Bachelors"	"Never married"	"Own child"	"White"
"526"	2463	25	"Female"	"Masters"	"Never married"	"Not in family"	"White"
"527"	2464	25	"Female"	"Bachelors"	"Never married"	"Not in family"	"Black"
"528"	2557	25	"Female"	"Assoc to acdm"	"Married civ spouse"	"Wife"	"Asian Pac Islander"
"529"	2656	25	"Female"	"Assoc to acdm"	"Never married"	"Own child"	"White"
"530"	36	26	"Male"	"9th"	"Married civ spouse"	"Husband"	"White"
"531"	78	26	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"532"	102	26	"Female"	"5th to 6th"	"Never married"	"Own child"	"White"
"533"	156	26	"Male"	"Bachelors"	"Never married"	"Not in family"	"Asian Pac Islander"
"534"	157	26	"Female"	"Some to college"	"Married spouse absent"	"Other relative"	"Black"
"535"	200	26	"Female"	"11th"	"Never married"	"Not in family"	"White"
"536"	208	26	"Male"	"Prof to school"	"Married civ spouse"	"Husband"	"White"
"537"	212	26	"Male"	"Bachelors"	"Married civ spouse"	"Husband"	"White"
"538"	390	26	"Male"	"12th"	"Never married"	"Other relative"	"Other"
"539"	469	26	"Female"	"Bachelors"	"Never married"	"Not in family"	"Asian Pac Islander"
"540"	549	26	"Male"	"Prof to school"	"Never married"	"Not in family"	"Asian Pac Islander"
"541"	559	26	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"White"
"542"	564	26	"Female"	"Assoc to voc"	"Never married"	"Own child"	"Other"
"543"	581	26	"Female"	"HS to grad"	"Never married"	"Unmarried"	"Other"
"544"	621	26	"Female"	"HS to grad"	"Never married"	"Other relative"	"White"
"545"	671	26	"Male"	"Preschool"	"Married spouse absent"	"Not in family"	"White"
"546"	679	26	"Male"	"Some to college"	"Never married"	"Other relative"	"White"
"547"	783	26	"Male"	"Some to college"	"Never married"	"Own child"	"White"
"548"	889	26	"Female"	"Bachelors"	"Never married"	"Not in family"	"Asian Pac Islander"
"549"	890	26	"Female"	"Some to college"	"Never married"	"Not in family"	"White"
"550"	940	26	"Male"	"Some to college"	"Married civ spouse"	"Husband"	"White"
"551"	946	26	"Male"	"Some to college"	"Never married"	"Other relative"	"Asian Pac Islander"
"552"	978	26	"Male"	"5th to 6th"	"Never married"	"Not in family"	"White"
"553"	1048	26	"Female"	"HS to grad"	"Separated"	"Unmarried"	"White"
"554"	1127	26	"Female"	"HS to grad"	"Never married"	"Own child"	"Other"
"555"	1133	26	"Male"	"7th to 8th"	"Never married"	"Unmarried"	"White"
"556"	1222	26	"Female"	"HS to grad"	"Married civ spouse"	"Wife"	"White"
"557"	1234	26	"Male"	"Bachelors"	"Never married"	"Not in family"	"Asian Pac Islander"
"558"	1242	26	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"559"	1328	26	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"560"	1361	26	"Female"	"Bachelors"	"Never married"	"Not in family"	"Asian Pac Islander"
"561"	1479	26	"Female"	"Some to college"	"Never married"	"Not in family"	"White"
"562"	1504	26	"Male"	"Bachelors"	"Never married"	"Own child"	"White"
"563"	1518	26	"Male"	"Some to college"	"Never married"	"Other relative"	"White"
"564"	1557	26	"Male"	"Bachelors"	"Never married"	"Not in family"	"Asian Pac Islander"
"565"	1569	26	"Male"	"Some to college"	"Never married"	"Not in family"	"Asian Pac Islander"
"566"	1583	26	"Male"	"Some to college"	"Never married"	"Not in family"	"Asian Pac Islander"
"567"	1596	26	"Male"	"Bachelors"	"Never married"	"Not in family"	"Asian Pac Islander"
"568"	1616	26	"Female"	"HS to grad"	"Never married"	"Unmarried"	"Black"
"569"	1653	26	"Male"	"12th"	"Never married"	"Not in family"	"White"
"570"	1683	26	"Male"	"HS to grad"	"Married civ spouse"	"Husband"	"White"
"571"	1760	26	"Male"	"5th to 6th"	"Never married"	"Other relative"	"Black"
"572"	1813	26	"Male"	"5th to 6th"	"Separated"	"Not in family"	"Other"
"573"	1844	26	"Female"	"10th"	"Separated"	"Other relative"	"White"
"574"	1853	26	"Female"	"12th"	"Married civ spouse"	"Wife"	"Other"
"575"	1883	26	"Female"	"Some to college"	"Never married"	"Own child"	"Black"
"576"	1920	26	"Male"	"HS to grad"	"Never married"	"Not in family"	"White"
"577"	1937	26	"Male"	"HS to grad"	"Never married"	"Not in family"	"White"
"578"	1986	26	"Male"	"10th"	"Never married"	"Not in family"	"White"
"579"	2001	26	"Male"	"HS to grad"	"Never married"	"Not in family"	"White"
"580"	2034	26	"Male"	"7th to 8th"	"Never married"	"Not in family"	"White"
"581"	2042	26	"Male"	"Some to college"	"Never married"	"Not in family"	"White"
"582"	2081	26	"Female"	"Bachelors"	"Never married"	"Own child"	"White"
"583"	2161	26	"Male"	"Masters"	"Married civ spouse"	"Husband"	"White"
"584"	2179	26	"Male"	"11th"	"Never married"	"Other relative"	"White"
"585"	2192	26	"Male"	"Bachelors"	"Never married"	"Own child"	"Asian Pac Islander"
"586"	2231	26	"Female"	"Bachelors"	"Never married"	"Own child"	"Asian Pac Islander"
"587"	2240	26	"Male"	"Assoc to voc"	"Never married"	"Own child"	"White"
"588"	2243	26	"Male"	"12th"	"Married civ spouse"	"Husband"	"Other"
"589"	2271	26	"Male"	"5th to 6th"	"Married civ spouse"	"Husband"	"Other"
